Fighter 1 Name,Number of Fights,KOTKO_Rate,Submission_Rate,TD Success Rate,SIG STR Accuracy,Control Time Rate,Prop Distance Strikes,Prop Clinch Strikes,Prop Ground Strikes,Activity Measure,Win rate,TD Defense Rate,Striking Defense Rate,Uncontrolled Time Rate
Alexandre Pantoja,13.0,0.15384615384615385,0.3076923076923077,0.4473684210526316,0.4808702175543886,0.24217406260749916,0.8096723868954758,0.11232449297971919,0.078003120124805,4.616443068455452,0.7692307692307693,0.6666666666666667,0.5161572052401746,0.8500171998624011
Alexis Davis,14.0,0.0,0.07142857142857142,0.46153846153846156,0.4739157762413576,0.3184367816091954,0.7506631299734748,0.1206896551724138,0.1286472148541114,4.303448275862069,0.5714285714285714,0.2727272727272727,0.5508729680915112,0.864367816091954
Alistair Overeem,20.0,0.45,0.0,0.3448275862068966,0.7432432432432432,0.2607088105329606,0.43916083916083914,0.2013986013986014,0.3594405594405594,3.9390386869871046,0.6,0.631578947368421,0.5112033195020746,0.897826675083416
Aljamain Sterling,19.0,0.10526315789473684,0.21052631578947367,0.2426470588235294,0.5243147656940761,0.2988696808510638,0.6610455311973018,0.15177065767284992,0.18718381112984822,4.922872340425531,0.7894736842105263,0.45238095238095233,0.582006920415225,0.8170877659574468
Alonzo Menifield,10.0,0.4,0.2,0.36363636363636365,0.5717131474103586,0.33862433862433866,0.6898954703832753,0.16376306620209058,0.14634146341463414,3.8888888888888893,0.7,0.8928571428571429,0.5273722627737226,0.9186507936507936
Amanda Lemos,10.0,0.3,0.2,0.5555555555555556,0.5527210884353742,0.13605812897366032,0.7230769230769231,0.15384615384615385,0.12307692307692308,3.662125340599455,0.7,0.5555555555555556,0.4278074866310161,0.6623069936421435
Amanda Nunes,18.0,0.3888888888888889,0.16666666666666666,0.5671641791044776,0.5201793721973094,0.34262883235485975,0.6885775862068966,0.03556034482758621,0.27586206896551724,4.7749510763209395,0.8888888888888888,0.8125,0.5929853181076672,0.9355022831050228
Amir Sadollah,11.0,0.09090909090909091,0.09090909090909091,0.2777777777777778,0.4648203592814371,0.13968173781257892,0.6763285024154589,0.23993558776167473,0.08373590982286634,4.766355140186916,0.5454545454545454,0.607843137254902,0.6068734283319364,0.6201060873958071
Anderson Silva,24.0,0.4583333333333333,0.125,0.75,0.6068734283319362,0.05559322033898305,0.6408839779005525,0.16298342541436464,0.19613259668508287,2.985762711864407,0.7083333333333334,0.76,0.586275816122585,0.7227118644067796
Andre Fili,19.0,0.15789473684210525,0.0,0.47058823529411764,0.36908517350157727,0.16341575794808785,0.8742368742368742,0.050061050061050064,0.0757020757020757,3.9671325449239747,0.5263157894736842,0.6557377049180328,0.5134264232008593,0.8166948241437567
Andrea Lee,11.0,0.09090909090909091,0.09090909090909091,0.5757575757575758,0.4741110417966313,0.17326732673267325,0.8105263157894737,0.10921052631578948,0.08026315789473684,5.0817907877744295,0.45454545454545453,0.5416666666666667,0.6370558375634519,0.7943392165303487
Andrei Arlovski,39.0,0.23076923076923078,0.05128205128205128,0.375,0.44872611464968154,0.07416202392912595,0.8495386799148332,0.12065294535131299,0.029808374733853796,3.90172618503973,0.5897435897435898,0.782608695652174,0.5646428571428572,0.8231801991049411
Andrew Sanchez,10.0,0.1,0.0,0.36666666666666664,0.43686274509803924,0.3129339161738236,0.7863554757630161,0.09694793536804308,0.11669658886894076,4.466443815890975,0.5,1.0,0.5067164179104477,0.9759578297762921
Angela Hill,23.0,0.043478260869565216,0.0,0.2926829268292683,0.4968604968604969,0.12701743866486784,0.7362637362637363,0.23076923076923078,0.03296703296703297,5.507420176885025,0.43478260869565216,0.7614678899082569,0.6169475871623182,0.8117223804527057
Anthony Hamilton,10.0,0.2,0.0,0.4230769230769231,0.656,0.42883646965279615,0.21544715447154472,0.3699186991869919,0.4146341463414634,4.086933474688577,0.3,0.7857142857142857,0.4571428571428572,0.9260535382984363
Anthony Johnson,19.0,0.5789473684210527,0.0,0.5757575757575758,0.47625,0.3706492399488564,0.5616797900262467,0.17585301837270342,0.26246719160104987,3.460718852109675,0.6842105263157895,0.7741935483870968,0.6040515653775322,0.8008239806790738
Anthony Perosh,12.0,0.16666666666666666,0.25,0.225,0.43142857142857144,0.23385077616424638,0.423841059602649,0.152317880794702,0.423841059602649,2.4787180771156736,0.4166666666666667,0.33333333333333337,0.5394495412844036,0.6932899349023536
Anthony Pettis,20.0,0.15,0.2,0.4,0.4839521711768408,0.11617541337167506,0.8543563068920677,0.06892067620286085,0.07672301690507152,3.4464414090582314,0.55,0.5588235294117647,0.5290519877675841,0.6779295470884257
Anthony Rocco Martin,15.0,0.06666666666666667,0.2,0.2727272727272727,0.37190684133915575,0.2543691017126879,0.837573385518591,0.0821917808219178,0.08023483365949119,2.8154491436560645,0.6,0.6875,0.5827702702702703,0.8589653967144355
Anthony Smith,20.0,0.25,0.2,0.2857142857142857,0.49504950495049505,0.07308487028392134,0.86,0.08714285714285715,0.05285714285714286,3.2922629524757023,0.6,0.4883720930232558,0.46178686759956944,0.6677890870130865
Antonio Carlos Junior,12.0,0.0,0.4166666666666667,0.39080459770114945,0.42688330871491875,0.4722159982074838,0.643598615916955,0.10034602076124567,0.2560553633217993,2.2384046605422365,0.5833333333333334,0.5333333333333333,0.5267062314540059,0.8254537306744343
Antonio Rodrigo Nogueira,11.0,0.09090909090909091,0.18181818181818182,0.21621621621621623,0.4080370942812983,0.2508038585209003,0.7727272727272727,0.1856060606060606,0.041666666666666664,3.0653804930332265,0.45454545454545453,0.375,0.5609756097560976,0.8488745980707395
Antonio Silva,10.0,0.3,0.0,0.0,0.49489795918367346,0.06427444794952682,0.6597938144329897,0.27835051546391754,0.061855670103092786,2.2949526813880126,0.3,0.625,0.4124293785310734,0.6553627760252365
Ariane Lipski,10.0,0.0,0.1,0.5,0.3976449275362319,0.17256835499775885,0.7972665148063781,0.1480637813211845,0.05466970387243736,3.9982070820259974,0.5,0.7837837837837838,0.518022657054583,0.7365904676527715
Arnold Allen,11.0,0.18181818181818182,0.18181818181818182,0.5,0.40612076095947064,0.14700215346254109,0.90020366598778,0.03665987780040733,0.06313645621181263,3.4342060523631415,0.9090909090909091,0.7647058823529411,0.6172727272727272,0.8454040575767879
Ashley Yoder,10.0,0.0,0.0,0.3,0.39453458582408196,0.2892222222222222,0.7142857142857143,0.08441558441558442,0.2012987012987013,3.2333333333333334,0.3,0.6956521739130435,0.4758364312267658,0.7804444444444444
BJ Penn,25.0,0.24,0.16,0.5588235294117647,0.4648812531581607,0.14986562681140328,0.6554347826086957,0.20108695652173914,0.14347826086956522,3.0067977024819523,0.48,0.808,0.5828402366863905,0.7295673710280866
